image_number,ground_truth,predicted,status,num_wbcs_detected,has_multiple_gt,nucleus_features,cytoplasm_features
14,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 8425.5, 'circularity': 0.5427771499851902, 'solidity': 0.8809598494353826, 'num_lobes': 1}","{'mean_hue': np.float64(84.7352099554136), 'texture_variance': np.float64(61.60990610857999), 'cn_ratio': np.float64(1.742058891722699)}"
15,MONOCYTE,EOSINOPHIL,incorrect,1,False,"{'area': 23358.0, 'circularity': 0.40951633393085635, 'solidity': 0.8343483774177993, 'num_lobes': 3}","{'mean_hue': np.float64(83.92753744107463), 'texture_variance': np.float64(78.24457698867882), 'cn_ratio': np.float64(1.0174016383005815)}"
16,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 7617.5, 'circularity': 0.5401372633386039, 'solidity': 0.8690320004563344, 'num_lobes': 1}","{'mean_hue': np.float64(98.17071402682132), 'texture_variance': np.float64(86.92248880430989), 'cn_ratio': np.float64(1.4286084142394821)}"
17,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 6495.0, 'circularity': 0.6241348866719183, 'solidity': 0.8999584314812249, 'num_lobes': 1}","{'mean_hue': np.float64(89.3379371143109), 'texture_variance': np.float64(61.349237773035476), 'cn_ratio': np.float64(1.022075386694699)}"
18,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9433.5, 'circularity': 0.5613973626277738, 'solidity': 0.8897429851450129, 'num_lobes': 1}","{'mean_hue': np.float64(102.00137028962939), 'texture_variance': np.float64(73.91275205588545), 'cn_ratio': np.float64(1.6969664940281155)}"
19,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9860.0, 'circularity': 0.5387590232376893, 'solidity': 0.8889690303385476, 'num_lobes': 1}","{'mean_hue': np.float64(112.17225648933436), 'texture_variance': np.float64(87.0395186189046), 'cn_ratio': np.float64(1.6010698487809896)}"
20,LYMPHOCYTE,BASOPHIL,incorrect,1,False,"{'area': 5370.5, 'circularity': 0.5599102354142333, 'solidity': 0.8714100275839688, 'num_lobes': 1}","{'mean_hue': np.float64(69.47790533102689), 'texture_variance': np.float64(56.238701150071385), 'cn_ratio': np.float64(2.3019004524886877)}"
21,LYMPHOCYTE,EOSINOPHIL,incorrect,1,False,"{'area': 8683.5, 'circularity': 0.7058699281832667, 'solidity': 0.9462758132185474, 'num_lobes': 1}","{'mean_hue': np.float64(87.1951063489525), 'texture_variance': np.float64(60.58275672647543), 'cn_ratio': np.float64(1.411353120415303)}"
22,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9517.0, 'circularity': 0.5288017995097373, 'solidity': 0.867310671648592, 'num_lobes': 1}","{'mean_hue': np.float64(114.3552098170264), 'texture_variance': np.float64(95.55832377645474), 'cn_ratio': np.float64(1.88554901353166)}"
23,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 8646.5, 'circularity': 0.270238893280908, 'solidity': 0.8031302247817202, 'num_lobes': 1}","{'mean_hue': np.float64(102.54764370792336), 'texture_variance': np.float64(76.37859499442308), 'cn_ratio': np.float64(1.7285442542240126)}"
24,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9452.0, 'circularity': 0.45610801792915057, 'solidity': 0.9001476120184753, 'num_lobes': 1}","{'mean_hue': np.float64(106.89812388638508), 'texture_variance': np.float64(70.72682294884731), 'cn_ratio': np.float64(1.0004194191045401)}"
25,,,image_not_found,0,,,
26,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7434.0, 'circularity': 0.6115133449001502, 'solidity': 0.9445397369925672, 'num_lobes': 3}","{'mean_hue': np.float64(90.5967202141901), 'texture_variance': np.float64(77.52913637481655), 'cn_ratio': np.float64(0.8603512813129859)}"
27,,,image_not_found,0,,,
28,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 9354.5, 'circularity': 0.4549931955344585, 'solidity': 0.8627224937747856, 'num_lobes': 2}","{'mean_hue': np.float64(90.59977298524404), 'texture_variance': np.float64(70.77834114313912), 'cn_ratio': np.float64(1.006857142857143)}"
29,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8265.0, 'circularity': 0.28581158938390727, 'solidity': 0.7968185104844541, 'num_lobes': 1}","{'mean_hue': np.float64(105.49152992758918), 'texture_variance': np.float64(84.26716585697122), 'cn_ratio': np.float64(1.7630592644647458)}"
30,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8251.5, 'circularity': 0.40940631360307145, 'solidity': 0.8438842299038658, 'num_lobes': 1}","{'mean_hue': np.float64(110.47037475929491), 'texture_variance': np.float64(80.63802070414208), 'cn_ratio': np.float64(1.592780464787071)}"
31,NEUTROPHIL,NEUTROPHIL,correct,2,True,"{'area': 6172.0, 'circularity': 0.5881587742037373, 'solidity': 0.8767045454545455, 'num_lobes': 1}","{'mean_hue': np.float64(103.05135926390632), 'texture_variance': np.float64(69.1041484753662), 'cn_ratio': np.float64(1.8862417166298517)}"
32,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 7685.0, 'circularity': 0.7081805592518174, 'solidity': 0.9339490794190922, 'num_lobes': 1}","{'mean_hue': np.float64(113.10866529774127), 'texture_variance': np.float64(94.90893756941252), 'cn_ratio': np.float64(1.6753818632172837)}"
33,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8050.0, 'circularity': 0.4869952858082521, 'solidity': 0.8471009155003683, 'num_lobes': 1}","{'mean_hue': np.float64(104.7468632156325), 'texture_variance': np.float64(76.09278489823993), 'cn_ratio': np.float64(1.7659522944666424)}"
34,NEUTROPHIL,LYMPHOCYTE,incorrect,3,True,"{'area': 18836.5, 'circularity': 0.6585135286150364, 'solidity': 0.961929322847513, 'num_lobes': 1}","{'mean_hue': np.float64(55.69010708007032), 'texture_variance': np.float64(49.83722664902242), 'cn_ratio': np.float64(0.9824662409714225)}"
35,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6821.5, 'circularity': 0.47571830918954977, 'solidity': 0.83270263671875, 'num_lobes': 1}","{'mean_hue': np.float64(103.38520373629349), 'texture_variance': np.float64(73.39218376327608), 'cn_ratio': np.float64(2.1066590617424783)}"
36,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 7599.5, 'circularity': 0.2011312678117811, 'solidity': 0.6772871084176284, 'num_lobes': 3}","{'mean_hue': np.float64(89.72299117510451), 'texture_variance': np.float64(75.58859966833563), 'cn_ratio': np.float64(1.3895701561894926)}"
37,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 7074.0, 'circularity': 0.7760395460267931, 'solidity': 0.965075034106412, 'num_lobes': 1}","{'mean_hue': np.float64(76.02860296146417), 'texture_variance': np.float64(58.032987851200005), 'cn_ratio': np.float64(1.504705231109881)}"
38,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 7228.0, 'circularity': 0.7552400544882629, 'solidity': 0.951240376390077, 'num_lobes': 1}","{'mean_hue': np.float64(72.92769082801433), 'texture_variance': np.float64(56.13204963184541), 'cn_ratio': np.float64(1.5486797562626946)}"
39,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8482.5, 'circularity': 0.5559724346431011, 'solidity': 0.8777421357615894, 'num_lobes': 1}","{'mean_hue': np.float64(102.11765413533834), 'texture_variance': np.float64(66.08318685194189), 'cn_ratio': np.float64(2.0163735597331716)}"
40,MONOCYTE,BASOPHIL,incorrect,3,False,"{'area': 20658.0, 'circularity': 0.460294509390842, 'solidity': 0.8994840310887597, 'num_lobes': 1}","{'mean_hue': np.float64(52.00410111102826), 'texture_variance': np.float64(46.61579237523337), 'cn_ratio': np.float64(1.2867971598541548)}"
41,EOSINOPHIL,BASOPHIL,incorrect,2,False,"{'area': 1935.5, 'circularity': 0.4453395318867223, 'solidity': 0.8667711598746082, 'num_lobes': 1}","{'mean_hue': np.float64(48.676664228237016), 'texture_variance': np.float64(35.213064821855795), 'cn_ratio': np.float64(2.001464128843338)}"
42,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 914.5, 'circularity': 0.7510430255787418, 'solidity': 0.9427835051546392, 'num_lobes': 1}","{'mean_hue': np.float64(86.99851961509992), 'texture_variance': np.float64(61.386382102573904), 'cn_ratio': np.float64(2.776978417266187)}"
43,NEUTROPHIL,LYMPHOCYTE,incorrect,2,True,"{'area': 6346.5, 'circularity': 0.614178213873073, 'solidity': 0.8839752071871301, 'num_lobes': 1}","{'mean_hue': np.float64(75.21489032492946), 'texture_variance': np.float64(66.70525971147595), 'cn_ratio': np.float64(1.7517538265306123)}"
44,EOSINOPHIL,NEUTROPHIL,incorrect,2,True,"{'area': 4824.5, 'circularity': 0.6061140418587921, 'solidity': 0.875113368401959, 'num_lobes': 1}","{'mean_hue': np.float64(118.18814878892734), 'texture_variance': np.float64(74.91848837667573), 'cn_ratio': np.float64(1.395292697646349)}"
45,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6186.0, 'circularity': 0.49961344502263244, 'solidity': 0.8273924964889988, 'num_lobes': 1}","{'mean_hue': np.float64(89.28878930943426), 'texture_variance': np.float64(58.641884541207226), 'cn_ratio': np.float64(2.0399934704538034)}"
46,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 5769.0, 'circularity': 0.5362501932664973, 'solidity': 0.853023806003253, 'num_lobes': 1}","{'mean_hue': np.float64(120.75516117348786), 'texture_variance': np.float64(76.15689289931979), 'cn_ratio': np.float64(1.4001014198782962)}"
47,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 6832.0, 'circularity': 0.7659537612837858, 'solidity': 0.9629995066600888, 'num_lobes': 1}","{'mean_hue': np.float64(68.89240678581149), 'texture_variance': np.float64(68.07465577425884), 'cn_ratio': np.float64(1.5785479020478304)}"
48,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 5591.0, 'circularity': 0.2244357377188722, 'solidity': 0.6213948318977494, 'num_lobes': 1}","{'mean_hue': np.float64(71.10207852193996), 'texture_variance': np.float64(51.24498444649493), 'cn_ratio': np.float64(2.222792607802875)}"
49,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 5380.0, 'circularity': 0.485573878011105, 'solidity': 0.8448492462311558, 'num_lobes': 1}","{'mean_hue': np.float64(70.91930379746836), 'texture_variance': np.float64(66.60635180871392), 'cn_ratio': np.float64(2.0127388535031847)}"
50,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 7949.5, 'circularity': 0.5234963943295963, 'solidity': 0.8645929631845125, 'num_lobes': 2}","{'mean_hue': np.float64(96.22812241521919), 'texture_variance': np.float64(73.46969947615109), 'cn_ratio': np.float64(1.5104947526236883)}"
51,,,image_not_found,0,,,
52,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 6986.5, 'circularity': 0.3855737013149669, 'solidity': 0.8235883531769421, 'num_lobes': 1}","{'mean_hue': np.float64(101.39930555555556), 'texture_variance': np.float64(76.47390387446669), 'cn_ratio': np.float64(1.7185678601165695)}"
53,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 7768.5, 'circularity': 0.31948287874501724, 'solidity': 0.8381615148082214, 'num_lobes': 3}","{'mean_hue': np.float64(91.4584417696812), 'texture_variance': np.float64(62.733227052748745), 'cn_ratio': np.float64(1.6144957983193278)}"
54,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 4935.5, 'circularity': 0.7738828691356691, 'solidity': 0.9623671638880764, 'num_lobes': 1}","{'mean_hue': np.float64(81.36980420898335), 'texture_variance': np.float64(62.15586325874723), 'cn_ratio': np.float64(1.88568608094768)}"
55,LYMPHOCYTE,EOSINOPHIL,incorrect,1,False,"{'area': 5770.5, 'circularity': 0.769206730625959, 'solidity': 0.9571239011444684, 'num_lobes': 1}","{'mean_hue': np.float64(97.41206852027202), 'texture_variance': np.float64(64.14155737856578), 'cn_ratio': np.float64(1.9666497375994583)}"
56,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 5964.0, 'circularity': 0.46017578543558774, 'solidity': 0.8003220611916264, 'num_lobes': 1}","{'mean_hue': np.float64(98.39493035729734), 'texture_variance': np.float64(63.39936408132534), 'cn_ratio': np.float64(1.88134765625)}"
57,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 6564.5, 'circularity': 0.5372031544612047, 'solidity': 0.8644893659050503, 'num_lobes': 1}","{'mean_hue': np.float64(72.53735869864902), 'texture_variance': np.float64(62.46984457545038), 'cn_ratio': np.float64(1.6136734391220524)}"
58,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6440.0, 'circularity': 0.5752439601471053, 'solidity': 0.8686855061711742, 'num_lobes': 1}","{'mean_hue': np.float64(98.08811987156618), 'texture_variance': np.float64(65.07998084050408), 'cn_ratio': np.float64(1.7034336068064417)}"
59,EOSINOPHIL,BASOPHIL,incorrect,1,False,"{'area': 4725.5, 'circularity': 0.2175192219328859, 'solidity': 0.6626700322535409, 'num_lobes': 1}","{'mean_hue': np.float64(75.48885285772192), 'texture_variance': np.float64(59.27927939436969), 'cn_ratio': np.float64(1.987112364075715)}"
60,,,image_not_found,0,,,
61,,,image_not_found,0,,,
62,EOSINOPHIL,BASOPHIL,incorrect,2,False,"{'area': 2540.5, 'circularity': 0.47608676138801914, 'solidity': 0.7973948524795983, 'num_lobes': 1}","{'mean_hue': np.float64(75.62779258044681), 'texture_variance': np.float64(80.34790535173371), 'cn_ratio': np.float64(1.8342105263157895)}"
63,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 5893.5, 'circularity': 0.5145586949436554, 'solidity': 0.8497584889337466, 'num_lobes': 1}","{'mean_hue': np.float64(93.1984291029351), 'texture_variance': np.float64(71.68757884605492), 'cn_ratio': np.float64(2.032431524113594)}"
64,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 5835.0, 'circularity': 0.4657154756239096, 'solidity': 0.7979487179487179, 'num_lobes': 1}","{'mean_hue': np.float64(99.8505404715295), 'texture_variance': np.float64(73.74782195069639), 'cn_ratio': np.float64(1.9526342030912416)}"
65,NEUTROPHIL,EOSINOPHIL,incorrect,2,True,"{'area': 7413.0, 'circularity': 0.5987123283988984, 'solidity': 0.9051834666341046, 'num_lobes': 1}","{'mean_hue': np.float64(96.73060582218726), 'texture_variance': np.float64(62.85825015583981), 'cn_ratio': np.float64(1.6843360720911742)}"
66,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9157.0, 'circularity': 0.5023779015643665, 'solidity': 0.8795082360850982, 'num_lobes': 1}","{'mean_hue': np.float64(103.29989400363417), 'texture_variance': np.float64(73.92915403582286), 'cn_ratio': np.float64(1.4983550765740214)}"
67,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 5989.0, 'circularity': 0.348460294836804, 'solidity': 0.8106937394247039, 'num_lobes': 1}","{'mean_hue': np.float64(89.2579474010449), 'texture_variance': np.float64(58.42707054298256), 'cn_ratio': np.float64(1.8214516129032259)}"
68,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 5288.5, 'circularity': 0.6575004782804494, 'solidity': 0.9089112314170319, 'num_lobes': 1}","{'mean_hue': np.float64(102.4033915088501), 'texture_variance': np.float64(74.11161791175246), 'cn_ratio': np.float64(1.4864765409383625)}"
69,EOSINOPHIL,BASOPHIL,incorrect,2,False,"{'area': 2531.0, 'circularity': 0.260110177156824, 'solidity': 0.639545167403664, 'num_lobes': 2}","{'mean_hue': np.float64(81.16077106518283), 'texture_variance': np.float64(70.63218786096486), 'cn_ratio': np.float64(1.8678544914625093)}"
70,EOSINOPHIL,EOSINOPHIL,correct,2,True,"{'area': 6007.0, 'circularity': 0.5094367555764064, 'solidity': 0.8491659598529827, 'num_lobes': 1}","{'mean_hue': np.float64(84.65796274841814), 'texture_variance': np.float64(62.51689125005527), 'cn_ratio': np.float64(1.8154020385050962)}"
71,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6162.0, 'circularity': 0.5373137804267716, 'solidity': 0.8994307400379506, 'num_lobes': 1}","{'mean_hue': np.float64(87.20101465614431), 'texture_variance': np.float64(65.22104466495247), 'cn_ratio': np.float64(1.4348107408605628)}"
72,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6309.0, 'circularity': 0.5060198082915068, 'solidity': 0.8420982381206621, 'num_lobes': 1}","{'mean_hue': np.float64(92.35613067458634), 'texture_variance': np.float64(65.97139108648103), 'cn_ratio': np.float64(1.8998871513783653)}"
73,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6054.5, 'circularity': 0.6322567353542969, 'solidity': 0.9165846642949058, 'num_lobes': 1}","{'mean_hue': np.float64(91.92090395480226), 'texture_variance': np.float64(63.77858729862687), 'cn_ratio': np.float64(1.9657170449058425)}"
74,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6723.5, 'circularity': 0.6065051944181769, 'solidity': 0.8952729693741678, 'num_lobes': 1}","{'mean_hue': np.float64(89.36386159055249), 'texture_variance': np.float64(71.19297839406136), 'cn_ratio': np.float64(1.755945475638051)}"
75,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6049.5, 'circularity': 0.482245637742842, 'solidity': 0.8424900772926677, 'num_lobes': 3}","{'mean_hue': np.float64(92.08290315919885), 'texture_variance': np.float64(74.75421627499094), 'cn_ratio': np.float64(1.7867552112156428)}"
76,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 7463.5, 'circularity': 0.6961995007882367, 'solidity': 0.9518556306593546, 'num_lobes': 1}","{'mean_hue': np.float64(70.26212624584717), 'texture_variance': np.float64(61.17155561196896), 'cn_ratio': np.float64(1.5779816513761469)}"
77,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 5812.0, 'circularity': 0.4622792581555531, 'solidity': 0.8699947608711923, 'num_lobes': 1}","{'mean_hue': np.float64(106.9199215266631), 'texture_variance': np.float64(69.27490351861823), 'cn_ratio': np.float64(1.8702468312208138)}"
78,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 1607.5, 'circularity': 0.693507750080532, 'solidity': 0.9196224256292906, 'num_lobes': 1}","{'mean_hue': np.float64(96.14151799213789), 'texture_variance': np.float64(84.69073975912582), 'cn_ratio': np.float64(1.960284528749259)}"
79,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6172.0, 'circularity': 0.461147703655104, 'solidity': 0.8519566567741045, 'num_lobes': 1}","{'mean_hue': np.float64(82.30507323697739), 'texture_variance': np.float64(54.49114845220038), 'cn_ratio': np.float64(1.621166850133669)}"
80,,,image_not_found,0,,,
81,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6076.5, 'circularity': 0.5088497869516919, 'solidity': 0.8652901388394446, 'num_lobes': 1}","{'mean_hue': np.float64(90.39132674967797), 'texture_variance': np.float64(61.439803681289234), 'cn_ratio': np.float64(1.8620083146786057)}"
82,NEUTROPHIL,BASOPHIL,incorrect,1,False,"{'area': 5310.0, 'circularity': 0.42424277818700856, 'solidity': 0.7630406667624658, 'num_lobes': 1}","{'mean_hue': np.float64(70.85699725597804), 'texture_variance': np.float64(46.73868121908519), 'cn_ratio': np.float64(2.3237383858626344)}"
83,MONOCYTE,LYMPHOCYTE,incorrect,1,False,"{'area': 14211.5, 'circularity': 0.6512449312496563, 'solidity': 0.9252278645833333, 'num_lobes': 1}","{'mean_hue': np.float64(79.15477035984848), 'texture_variance': np.float64(49.67989464962121), 'cn_ratio': np.float64(1.176929506826414)}"
84,,,image_not_found,0,,,
85,,,image_not_found,0,,,
86,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6316.5, 'circularity': 0.5308267181176802, 'solidity': 0.8602655771195097, 'num_lobes': 1}","{'mean_hue': np.float64(86.94020484708598), 'texture_variance': np.float64(61.60940305778098), 'cn_ratio': np.float64(2.135551447935921)}"
87,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 5234.5, 'circularity': 0.46138706579105887, 'solidity': 0.8246553761323355, 'num_lobes': 1}","{'mean_hue': np.float64(89.56612569060773), 'texture_variance': np.float64(61.61235777677727), 'cn_ratio': np.float64(2.1412199630314235)}"
88,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 6828.0, 'circularity': 0.6652469262571171, 'solidity': 0.93604770717664, 'num_lobes': 1}","{'mean_hue': np.float64(82.12644466209598), 'texture_variance': np.float64(59.61934405880045), 'cn_ratio': np.float64(1.4782105110757202)}"
89,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 11664.0, 'circularity': 0.6610617906297411, 'solidity': 0.9346528306422532, 'num_lobes': 1}","{'mean_hue': np.float64(80.25582291724024), 'texture_variance': np.float64(55.297321932704406), 'cn_ratio': np.float64(1.5292185921185584)}"
90,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 5005.0, 'circularity': 0.48300736968986496, 'solidity': 0.8204245553643144, 'num_lobes': 1}","{'mean_hue': np.float64(97.14990689013035), 'texture_variance': np.float64(64.96111068630817), 'cn_ratio': np.float64(2.075763432547352)}"
91,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6662.0, 'circularity': 0.7138683786811165, 'solidity': 0.9498823697155486, 'num_lobes': 1}","{'mean_hue': np.float64(91.26836783822822), 'texture_variance': np.float64(62.08811889115467), 'cn_ratio': np.float64(1.641897233201581)}"
92,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 6103.0, 'circularity': 0.3607480907759912, 'solidity': 0.7870268876136437, 'num_lobes': 1}","{'mean_hue': np.float64(94.33833009708738), 'texture_variance': np.float64(75.17283051899331), 'cn_ratio': np.float64(2.071600965406275)}"
93,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 5955.0, 'circularity': 0.5779801003861108, 'solidity': 0.8851070154577884, 'num_lobes': 1}","{'mean_hue': np.float64(94.06236613329973), 'texture_variance': np.float64(64.72303350076258), 'cn_ratio': np.float64(1.2966835484397974)}"
94,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 14553.5, 'circularity': 0.3607271822683192, 'solidity': 0.8115032898405263, 'num_lobes': 1}","{'mean_hue': np.float64(93.66560964008245), 'texture_variance': np.float64(76.7518540094613), 'cn_ratio': np.float64(0.8478290092754402)}"
95,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 8796.5, 'circularity': 0.29678726139294187, 'solidity': 0.7179058189831061, 'num_lobes': 2}","{'mean_hue': np.float64(108.70080715532286), 'texture_variance': np.float64(118.44989724483673), 'cn_ratio': np.float64(1.009914077990747)}"
96,EOSINOPHIL,,image_not_found,0,,,
97,EOSINOPHIL,,no_wbc_detected,0,,,
98,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 3352.0, 'circularity': 0.3150999755562999, 'solidity': 0.6928482844150475, 'num_lobes': 1}","{'mean_hue': np.float64(110.2969384395918), 'texture_variance': np.float64(117.23595108197406), 'cn_ratio': np.float64(2.590392268334281)}"
99,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 10248.0, 'circularity': 0.7529473349727374, 'solidity': 0.9668380583989811, 'num_lobes': 1}","{'mean_hue': np.float64(49.55987121523496), 'texture_variance': np.float64(48.353625888240614), 'cn_ratio': np.float64(1.399214032397201)}"
